step,method,source_method,mean_energy_per_site,standard_error_of_mean,n_independent_runs
250,Hybrid,mixture,-1.39441170,1.78765553e-03,20
251,Metropolis,metropolis,-1.38658826,2.69746049e-03,20
251,Row-Update,mps,-1.39158655,2.23757006e-03,20
251,Hybrid,mixture,-1.39443526,1.78952304e-03,20
252,Metropolis,metropolis,-1.38661762,2.69255416e-03,20
252,Row-Update,mps,-1.39162630,2.23889060e-03,20
252,Hybrid,mixture,-1.39441868,1.78428360e-03,20
253,Metropolis,metropolis,-1.38671750,2.72106726e-03,20
253,Row-Update,mps,-1.39155355,2.23388911e-03,20
253,Hybrid,mixture,-1.39444259,1.78449415e-03,20
254,Metropolis,metropolis,-1.38666587,2.73143428e-03,20
254,Row-Update,mps,-1.39165009,2.24333886e-03,20
254,Hybrid,mixture,-1.39448126,1.78963659e-03,20
255,Metropolis,metropolis,-1.38674081,2.72404884e-03,20
255,Row-Update,mps,-1.39167217,2.24523063e-03,20
255,Hybrid,mixture,-1.39445670,1.78431233e-03,20
256,Metropolis,metropolis,-1.38678762,2.72563508e-03,20
256,Row-Update,mps,-1.39166953,2.24115864e-03,20
256,Hybrid,mixture,-1.39444283,1.77585565e-03,20
257,Metropolis,metropolis,-1.38680582,2.72928375e-03,20
257,Row-Update,mps,-1.39166265,2.24357344e-03,20
257,Hybrid,mixture,-1.39448054,1.77912781e-03,20
258,Metropolis,metropolis,-1.38680715,2.73005766e-03,20
258,Row-Update,mps,-1.39170612,2.23795223e-03,20
258,Hybrid,mixture,-1.39439846,1.77452583e-03,20
259,Metropolis,metropolis,-1.38678302,2.73219948e-03,20
259,Row-Update,mps,-1.39169779,2.24337643e-03,20
259,Hybrid,mixture,-1.39448131,1.77604481e-03,20
260,Metropolis,metropolis,-1.38683813,2.72879405e-03,20
260,Row-Update,mps,-1.39174546,2.24749799e-03,20
260,Hybrid,mixture,-1.39448760,1.78100602e-03,20
261,Metropolis,metropolis,-1.38680870,2.73243088e-03,20
261,Row-Update,mps,-1.39175004,2.24099940e-03,20
261,Hybrid,mixture,-1.39448266,1.77457257e-03,20
262,Metropolis,metropolis,-1.38682831,2.73961492e-03,20
262,Row-Update,mps,-1.39178352,2.24539958e-03,20
262,Hybrid,mixture,-1.39449895,1.78547987e-03,20
263,Metropolis,metropolis,-1.38686377,2.72901363e-03,20
263,Row-Update,mps,-1.39177514,2.25402928e-03,20
263,Hybrid,mixture,-1.39448584,1.78248418e-03,20
264,Metropolis,metropolis,-1.38683023,2.70633706e-03,20
264,Row-Update,mps,-1.39181248,2.25048218e-03,20
264,Hybrid,mixture,-1.39448200,1.77757268e-03,20
265,Metropolis,metropolis,-1.38687716,2.73359793e-03,20
265,Row-Update,mps,-1.39180359,2.24999950e-03,20
265,Hybrid,mixture,-1.39450161,1.77393978e-03,20
266,Metropolis,metropolis,-1.38688366,2.72789862e-03,20
266,Row-Update,mps,-1.39181398,2.25102260e-03,20
266,Hybrid,mixture,-1.39450628,1.77990925e-03,20
267,Metropolis,metropolis,-1.38692508,2.72505711e-03,20
267,Row-Update,mps,-1.39185167,2.24262184e-03,20
267,Hybrid,mixture,-1.39451263,1.77966993e-03,20
268,Metropolis,metropolis,-1.38690302,2.73400592e-03,20
268,Row-Update,mps,-1.39185045,2.25200676e-03,20
268,Hybrid,mixture,-1.39454968,1.78198364e-03,20
269,Metropolis,metropolis,-1.38694385,2.72912877e-03,20
269,Row-Update,mps,-1.39185480,2.25198697e-03,20
269,Hybrid,mixture,-1.39448076,1.78108073e-03,20
270,Metropolis,metropolis,-1.38693427,2.73047941e-03,20
270,Row-Update,mps,-1.39183600,2.25064456e-03,20
270,Hybrid,mixture,-1.39451026,1.78409890e-03,20
271,Metropolis,metropolis,-1.38693835,2.73541906e-03,20
271,Row-Update,mps,-1.39181595,2.25669917e-03,20
271,Hybrid,mixture,-1.39448513,1.78396700e-03,20
272,Metropolis,metropolis,-1.38690713,2.72597570e-03,20
272,Row-Update,mps,-1.39183863,2.24567146e-03,20
272,Hybrid,mixture,-1.39450154,1.79246475e-03,20
273,Metropolis,metropolis,-1.38696463,2.72366290e-03,20
273,Row-Update,mps,-1.39183213,2.24403944e-03,20
273,Hybrid,mixture,-1.39452930,1.78820216e-03,20
274,Metropolis,metropolis,-1.38697398,2.73163836e-03,20
274,Row-Update,mps,-1.39187378,2.24731288e-03,20
274,Hybrid,mixture,-1.39452490,1.78377207e-03,20
275,Metropolis,metropolis,-1.38698900,2.73875967e-03,20
275,Row-Update,mps,-1.39189980,2.24884116e-03,20
275,Hybrid,mixture,-1.39450943,1.79421013e-03,20
276,Metropolis,metropolis,-1.38696853,2.72654524e-03,20
276,Row-Update,mps,-1.39189095,2.25150123e-03,20
276,Hybrid,mixture,-1.39454547,1.78296734e-03,20
277,Metropolis,metropolis,-1.38701895,2.73460427e-03,20
277,Row-Update,mps,-1.39187896,2.25580692e-03,20
277,Hybrid,mixture,-1.39459720,1.77701316e-03,20
278,Metropolis,metropolis,-1.38698089,2.72906581e-03,20
278,Row-Update,mps,-1.39190729,2.24849741e-03,20
278,Hybrid,mixture,-1.39460812,1.77623797e-03,20
279,Metropolis,metropolis,-1.38701981,2.72246237e-03,20
279,Row-Update,mps,-1.39189064,2.24759048e-03,20
279,Hybrid,mixture,-1.39459585,1.77399398e-03,20
280,Metropolis,metropolis,-1.38704129,2.72823275e-03,20
280,Row-Update,mps,-1.39190310,2.24653278e-03,20
280,Hybrid,mixture,-1.39455182,1.77780528e-03,20
281,Metropolis,metropolis,-1.38705287,2.73396606e-03,20
281,Row-Update,mps,-1.39194227,2.24687622e-03,20
281,Hybrid,mixture,-1.39460640,1.77356987e-03,20
282,Metropolis,metropolis,-1.38705512,2.73155963e-03,20
282,Row-Update,mps,-1.39194057,2.26012763e-03,20
282,Hybrid,mixture,-1.39459972,1.76742254e-03,20
283,Metropolis,metropolis,-1.38706769,2.72867503e-03,20
283,Row-Update,mps,-1.39192407,2.26391983e-03,20
283,Hybrid,mixture,-1.39456585,1.77387069e-03,20
284,Metropolis,metropolis,-1.38704028,2.72586417e-03,20
284,Row-Update,mps,-1.39196616,2.24787000e-03,20
284,Hybrid,mixture,-1.39459807,1.77355293e-03,20
285,Metropolis,metropolis,-1.38707918,2.74012220e-03,20
285,Row-Update,mps,-1.39193762,2.24844770e-03,20
285,Hybrid,mixture,-1.39465784,1.76700105e-03,20
286,Metropolis,metropolis,-1.38708598,2.74124397e-03,20
286,Row-Update,mps,-1.39199237,2.25181524e-03,20
286,Hybrid,mixture,-1.39462921,1.76836620e-03,20
287,Metropolis,metropolis,-1.38709577,2.75005595e-03,20
287,Row-Update,mps,-1.39195286,2.24907673e-03,20
287,Hybrid,mixture,-1.39463124,1.77113418e-03,20
288,Metropolis,metropolis,-1.38712894,2.73806268e-03,20
288,Row-Update,mps,-1.39202140,2.25569637e-03,20
288,Hybrid,mixture,-1.39463531,1.76936878e-03,20
289,Metropolis,metropolis,-1.38715099,2.73989374e-03,20
289,Row-Update,mps,-1.39197026,2.24991720e-03,20
289,Hybrid,mixture,-1.39461709,1.76502109e-03,20
290,Metropolis,metropolis,-1.38712790,2.74202395e-03,20
290,Row-Update,mps,-1.39196995,2.25546919e-03,20
290,Hybrid,mixture,-1.39460569,1.77256056e-03,20
291,Metropolis,metropolis,-1.38714188,2.74444945e-03,20
291,Row-Update,mps,-1.39201588,2.25952552e-03,20
291,Hybrid,mixture,-1.39461461,1.78364976e-03,20
292,Metropolis,metropolis,-1.38714791,2.74034866e-03,20
292,Row-Update,mps,-1.39205054,2.24285472e-03,20
292,Hybrid,mixture,-1.39465700,1.77135195e-03,20
293,Metropolis,metropolis,-1.38716033,2.75029809e-03,20
293,Row-Update,mps,-1.39201609,2.24686641e-03,20
293,Hybrid,mixture,-1.39463809,1.76929134e-03,20
294,Metropolis,metropolis,-1.38721585,2.74731630e-03,20
294,Row-Update,mps,-1.39201943,2.24870077e-03,20
294,Hybrid,mixture,-1.39467718,1.77159675e-03,20
295,Metropolis,metropolis,-1.38723899,2.73551801e-03,20
295,Row-Update,mps,-1.39203038,2.25007055e-03,20
295,Hybrid,mixture,-1.39461196,1.78210855e-03,20
296,Metropolis,metropolis,-1.38724660,2.74631521e-03,20
296,Row-Update,mps,-1.39207969,2.24908293e-03,20
296,Hybrid,mixture,-1.39463090,1.78032314e-03,20
297,Metropolis,metropolis,-1.38724594,2.74941891e-03,20
297,Row-Update,mps,-1.39210422,2.25777014e-03,20
297,Hybrid,mixture,-1.39467305,1.76942363e-03,20
298,Metropolis,metropolis,-1.38726419,2.75845592e-03,20
298,Row-Update,mps,-1.39210841,2.25854829e-03,20
298,Hybrid,mixture,-1.39470446,1.76809582e-03,20
299,Metropolis,metropolis,-1.38730421,2.74675218e-03,20
299,Row-Update,mps,-1.39206694,2.24982436e-03,20
299,Hybrid,mixture,-1.39470515,1.77388129e-03,20
300,Metropolis,metropolis,-1.38733004,2.75308926e-03,20
300,Row-Update,mps,-1.39205866,2.24997223e-03,20
300,Hybrid,mixture,-1.39468012,1.76182467e-03,20
301,Metropolis,metropolis,-1.38729218,2.74828055e-03,20
301,Row-Update,mps,-1.39211823,2.25385127e-03,20
301,Hybrid,mixture,-1.39470917,1.77144170e-03,20
302,Metropolis,metropolis,-1.38732502,2.76316902e-03,20
302,Row-Update,mps,-1.39212431,2.25133968e-03,20
302,Hybrid,mixture,-1.39461178,1.78716940e-03,20
303,Metropolis,metropolis,-1.38734577,2.75676231e-03,20
303,Row-Update,mps,-1.39215986,2.25866568e-03,20
303,Hybrid,mixture,-1.39466430,1.76873581e-03,20
304,Metropolis,metropolis,-1.38735514,2.75084305e-03,20
304,Row-Update,mps,-1.39216263,2.24559420e-03,20
304,Hybrid,mixture,-1.39470292,1.77040303e-03,20
305,Metropolis,metropolis,-1.38731791,2.76614068e-03,20
305,Row-Update,mps,-1.39216114,2.25407978e-03,20
305,Hybrid,mixture,-1.39471893,1.76942520e-03,20
306,Metropolis,metropolis,-1.38736306,2.75526394e-03,20
306,Row-Update,mps,-1.39216724,2.25795326e-03,20
306,Hybrid,mixture,-1.39473017,1.77283326e-03,20
307,Metropolis,metropolis,-1.38740959,2.75740639e-03,20
307,Row-Update,mps,-1.39220340,2.25214242e-03,20
307,Hybrid,mixture,-1.39474125,1.76463369e-03,20
308,Metropolis,metropolis,-1.38739788,2.76019205e-03,20
308,Row-Update,mps,-1.39217077,2.25651587e-03,20
308,Hybrid,mixture,-1.39474558,1.76877343e-03,20
309,Metropolis,metropolis,-1.38739677,2.76579658e-03,20
309,Row-Update,mps,-1.39220781,2.25746682e-03,20
309,Hybrid,mixture,-1.39471993,1.76671496e-03,20
310,Metropolis,metropolis,-1.38745368,2.75466223e-03,20
310,Row-Update,mps,-1.39220330,2.25207623e-03,20
310,Hybrid,mixture,-1.39474045,1.76844847e-03,20
311,Metropolis,metropolis,-1.38744092,2.75726157e-03,20
311,Row-Update,mps,-1.39218688,2.24743336e-03,20
311,Hybrid,mixture,-1.39477205,1.77390285e-03,20
312,Metropolis,metropolis,-1.38744563,2.75666180e-03,20
312,Row-Update,mps,-1.39219832,2.24968677e-03,20
312,Hybrid,mixture,-1.39474443,1.77167602e-03,20
313,Metropolis,metropolis,-1.38743207,2.76826881e-03,20
313,Row-Update,mps,-1.39223205,2.25250174e-03,20
313,Hybrid,mixture,-1.39476672,1.76397915e-03,20
314,Metropolis,metropolis,-1.38746427,2.75935511e-03,20
314,Row-Update,mps,-1.39221139,2.25722388e-03,20
314,Hybrid,mixture,-1.39476508,1.76814859e-03,20
315,Metropolis,metropolis,-1.38745697,2.76498986e-03,20
315,Row-Update,mps,-1.39227771,2.25856575e-03,20
315,Hybrid,mixture,-1.39482019,1.76247416e-03,20
316,Metropolis,metropolis,-1.38747804,2.76407183e-03,20
316,Row-Update,mps,-1.39225127,2.24821937e-03,20
316,Hybrid,mixture,-1.39475958,1.77117409e-03,20
317,Metropolis,metropolis,-1.38745117,2.76789020e-03,20
317,Row-Update,mps,-1.39226829,2.24787570e-03,20
317,Hybrid,mixture,-1.39481351,1.77220560e-03,20
318,Metropolis,metropolis,-1.38745149,2.77365717e-03,20
318,Row-Update,mps,-1.39227182,2.25817864e-03,20
318,Hybrid,mixture,-1.39475058,1.77478803e-03,20
319,Metropolis,metropolis,-1.38748470,2.76612415e-03,20
319,Row-Update,mps,-1.39227016,2.25301068e-03,20
319,Hybrid,mixture,-1.39478028,1.77476013e-03,20
320,Metropolis,metropolis,-1.38750084,2.76307710e-03,20
320,Row-Update,mps,-1.39227231,2.24934580e-03,20
320,Hybrid,mixture,-1.39475161,1.79317827e-03,20
321,Metropolis,metropolis,-1.38747093,2.76853366e-03,20
321,Row-Update,mps,-1.39230551,2.25798663e-03,20
321,Hybrid,mixture,-1.39478035,1.78207977e-03,20
322,Metropolis,metropolis,-1.38748420,2.76279642e-03,20
322,Row-Update,mps,-1.39232314,2.25185686e-03,20
322,Hybrid,mixture,-1.39480137,1.77841097e-03,20
323,Metropolis,metropolis,-1.38750993,2.77086270e-03,20
323,Row-Update,mps,-1.39233045,2.25727092e-03,20
323,Hybrid,mixture,-1.39478325,1.77279197e-03,20
324,Metropolis,metropolis,-1.38752758,2.75346007e-03,20
324,Row-Update,mps,-1.39232572,2.25308751e-03,20
324,Hybrid,mixture,-1.39480418,1.76821341e-03,20
325,Metropolis,metropolis,-1.38750507,2.75702772e-03,20
325,Row-Update,mps,-1.39232206,2.26672103e-03,20
325,Hybrid,mixture,-1.39484246,1.77136031e-03,20
326,Metropolis,metropolis,-1.38752547,2.75804755e-03,20
326,Row-Update,mps,-1.39232282,2.25592788e-03,20
326,Hybrid,mixture,-1.39481655,1.76975018e-03,20
327,Metropolis,metropolis,-1.38754973,2.74480159e-03,20
327,Row-Update,mps,-1.39237606,2.27014953e-03,20
327,Hybrid,mixture,-1.39484095,1.77317327e-03,20
328,Metropolis,metropolis,-1.38753330,2.74782566e-03,20
328,Row-Update,mps,-1.39240183,2.26157219e-03,20
328,Hybrid,mixture,-1.39485739,1.75840316e-03,20
329,Metropolis,metropolis,-1.38757633,2.74689677e-03,20
329,Row-Update,mps,-1.39238332,2.26450453e-03,20
329,Hybrid,mixture,-1.39484307,1.77269981e-03,20
330,Metropolis,metropolis,-1.38755123,2.75595210e-03,20
330,Row-Update,mps,-1.39238442,2.26485819e-03,20
330,Hybrid,mixture,-1.39488693,1.76268396e-03,20
331,Metropolis,metropolis,-1.38756788,2.75632371e-03,20
331,Row-Update,mps,-1.39237985,2.25961351e-03,20
331,Hybrid,mixture,-1.39486605,1.76732442e-03,20
332,Metropolis,metropolis,-1.38754165,2.74632055e-03,20
332,Row-Update,mps,-1.39241475,2.26838462e-03,20
332,Hybrid,mixture,-1.39485828,1.76506058e-03,20
333,Metropolis,metropolis,-1.38759102,2.74378618e-03,20
333,Row-Update,mps,-1.39245230,2.26856411e-03,20
333,Hybrid,mixture,-1.39486412,1.76549956e-03,20
334,Metropolis,metropolis,-1.38759865,2.74162291e-03,20
334,Row-Update,mps,-1.39245809,2.27165534e-03,20
334,Hybrid,mixture,-1.39490044,1.75891846e-03,20
335,Metropolis,metropolis,-1.38756468,2.74054119e-03,20
335,Row-Update,mps,-1.39244759,2.26906403e-03,20
335,Hybrid,mixture,-1.39489376,1.76572896e-03,20
336,Metropolis,metropolis,-1.38756187,2.75661420e-03,20
336,Row-Update,mps,-1.39246521,2.26555607e-03,20
336,Hybrid,mixture,-1.39494469,1.75969956e-03,20
337,Metropolis,metropolis,-1.38757241,2.74574040e-03,20
337,Row-Update,mps,-1.39246984,2.26994875e-03,20
337,Hybrid,mixture,-1.39490167,1.75895189e-03,20
338,Metropolis,metropolis,-1.38756479,2.74894797e-03,20
338,Row-Update,mps,-1.39248202,2.26883533e-03,20
338,Hybrid,mixture,-1.39487383,1.76149506e-03,20
339,Metropolis,metropolis,-1.38760044,2.74183075e-03,20
339,Row-Update,mps,-1.39251247,2.27350831e-03,20
339,Hybrid,mixture,-1.39489885,1.76638662e-03,20
340,Metropolis,metropolis,-1.38757818,2.75144710e-03,20
340,Row-Update,mps,-1.39250404,2.26796311e-03,20
340,Hybrid,mixture,-1.39489324,1.78269310e-03,20
341,Metropolis,metropolis,-1.38762082,2.74857711e-03,20
341,Row-Update,mps,-1.39254390,2.26145876e-03,20
341,Hybrid,mixture,-1.39485766,1.77178696e-03,20
342,Metropolis,metropolis,-1.38760195,2.75096145e-03,20
342,Row-Update,mps,-1.39256378,2.26017997e-03,20
342,Hybrid,mixture,-1.39490653,1.77237949e-03,20
343,Metropolis,metropolis,-1.38760219,2.74512483e-03,20
343,Row-Update,mps,-1.39250910,2.24847693e-03,20
343,Hybrid,mixture,-1.39494834,1.76920094e-03,20
344,Metropolis,metropolis,-1.38763478,2.74850362e-03,20
344,Row-Update,mps,-1.39262018,2.24832185e-03,20
344,Hybrid,mixture,-1.39491309,1.77682986e-03,20
345,Metropolis,metropolis,-1.38759937,2.74095271e-03,20
345,Row-Update,mps,-1.39262213,2.24633462e-03,20
345,Hybrid,mixture,-1.39489895,1.77372993e-03,20
346,Metropolis,metropolis,-1.38760271,2.74228446e-03,20
346,Row-Update,mps,-1.39260160,2.24260051e-03,20
346,Hybrid,mixture,-1.39495562,1.76570694e-03,20
347,Metropolis,metropolis,-1.38761176,2.74264447e-03,20
347,Row-Update,mps,-1.39264302,2.23361187e-03,20
347,Hybrid,mixture,-1.39497145,1.75725030e-03,20
348,Metropolis,metropolis,-1.38762457,2.74394592e-03,20
348,Row-Update,mps,-1.39265468,2.21837503e-03,20
348,Hybrid,mixture,-1.39496825,1.76474015e-03,20
349,Metropolis,metropolis,-1.38764254,2.73614138e-03,20
349,Row-Update,mps,-1.39269441,2.21091799e-03,20
349,Hybrid,mixture,-1.39498805,1.75353896e-03,20
350,Metropolis,metropolis,-1.38761708,2.74358339e-03,20
350,Row-Update,mps,-1.39271558,2.20477914e-03,20
350,Hybrid,mixture,-1.39503033,1.75866081e-03,20
351,Metropolis,metropolis,-1.38760976,2.75768836e-03,20
351,Row-Update,mps,-1.39276029,2.19411629e-03,20
351,Hybrid,mixture,-1.39504532,1.74914354e-03,20
352,Metropolis,metropolis,-1.38763815,2.74265571e-03,20
352,Row-Update,mps,-1.39280504,2.18015084e-03,20
352,Hybrid,mixture,-1.39503233,1.75403169e-03,20
353,Metropolis,metropolis,-1.38760607,2.75071957e-03,20
353,Row-Update,mps,-1.39281482,2.16659669e-03,20
353,Hybrid,mixture,-1.39505602,1.76060802e-03,20
354,Metropolis,metropolis,-1.38763711,2.73707373e-03,20
354,Row-Update,mps,-1.39285246,2.15468090e-03,20
354,Hybrid,mixture,-1.39504578,1.75804016e-03,20
355,Metropolis,metropolis,-1.38764097,2.74495846e-03,20
355,Row-Update,mps,-1.39289304,2.13586279e-03,20
355,Hybrid,mixture,-1.39504229,1.74726452e-03,20
356,Metropolis,metropolis,-1.38766892,2.73323693e-03,20
356,Row-Update,mps,-1.39295609,2.12084338e-03,20
356,Hybrid,mixture,-1.39500206,1.75643819e-03,20
357,Metropolis,metropolis,-1.38766371,2.73763384e-03,20
357,Row-Update,mps,-1.39294803,2.11623697e-03,20
357,Hybrid,mixture,-1.39506873,1.75990931e-03,20
358,Metropolis,metropolis,-1.38764367,2.74475926e-03,20
358,Row-Update,mps,-1.39303811,2.09679214e-03,20
358,Hybrid,mixture,-1.39507190,1.75274196e-03,20
359,Metropolis,metropolis,-1.38767507,2.73565987e-03,20
359,Row-Update,mps,-1.39302139,2.08318111e-03,20
359,Hybrid,mixture,-1.39512011,1.74861877e-03,20
360,Metropolis,metropolis,-1.38768162,2.74399042e-03,20
360,Row-Update,mps,-1.39305514,2.06761451e-03,20
360,Hybrid,mixture,-1.39511244,1.75354697e-03,20
361,Metropolis,metropolis,-1.38769310,2.73356747e-03,20
361,Row-Update,mps,-1.39306508,2.05706988e-03,20
361,Hybrid,mixture,-1.39508449,1.74756534e-03,20
362,Metropolis,metropolis,-1.38764373,2.72711883e-03,20
362,Row-Update,mps,-1.39309482,2.05857756e-03,20
362,Hybrid,mixture,-1.39510202,1.75620296e-03,20
363,Metropolis,metropolis,-1.38767248,2.74702125e-03,20
363,Row-Update,mps,-1.39313409,2.05365793e-03,20
363,Hybrid,mixture,-1.39508576,1.76108748e-03,20
364,Metropolis,metropolis,-1.38767133,2.74106269e-03,20
364,Row-Update,mps,-1.39313643,2.05455709e-03,20
364,Hybrid,mixture,-1.39509383,1.75000372e-03,20
365,Metropolis,metropolis,-1.38768627,2.74249552e-03,20
365,Row-Update,mps,-1.39313552,2.04800143e-03,20
365,Hybrid,mixture,-1.39514987,1.75631234e-03,20
366,Metropolis,metropolis,-1.38768180,2.73328598e-03,20
366,Row-Update,mps,-1.39318419,2.04457894e-03,20
366,Hybrid,mixture,-1.39511556,1.75805687e-03,20
367,Metropolis,metropolis,-1.38771598,2.72043532e-03,20
367,Row-Update,mps,-1.39314446,2.04876477e-03,20
367,Hybrid,mixture,-1.39515140,1.75347700e-03,20
368,Metropolis,metropolis,-1.38772511,2.73115278e-03,20
368,Row-Update,mps,-1.39318944,2.04379786e-03,20
368,Hybrid,mixture,-1.39517589,1.74684181e-03,20
369,Metropolis,metropolis,-1.38772483,2.73410016e-03,20
369,Row-Update,mps,-1.39319409,2.03685837e-03,20
369,Hybrid,mixture,-1.39516602,1.75624838e-03,20
370,Metropolis,metropolis,-1.38772282,2.73228510e-03,20
370,Row-Update,mps,-1.39317913,2.03814766e-03,20
370,Hybrid,mixture,-1.39517397,1.75437203e-03,20
371,Metropolis,metropolis,-1.38774128,2.73074844e-03,20
371,Row-Update,mps,-1.39320581,2.02999817e-03,20
371,Hybrid,mixture,-1.39514227,1.75265586e-03,20
372,Metropolis,metropolis,-1.38772729,2.72333368e-03,20
372,Row-Update,mps,-1.39321495,2.03216185e-03,20
372,Hybrid,mixture,-1.39518815,1.74986919e-03,20
373,Metropolis,metropolis,-1.38773961,2.72361940e-03,20
373,Row-Update,mps,-1.39325703,2.03305561e-03,20
373,Hybrid,mixture,-1.39519324,1.75710467e-03,20
374,Metropolis,metropolis,-1.38775412,2.73209422e-03,20
374,Row-Update,mps,-1.39325037,2.02296130e-03,20
374,Hybrid,mixture,-1.39520993,1.74779378e-03,20
375,Metropolis,metropolis,-1.38775885,2.72385957e-03,20
375,Row-Update,mps,-1.39327274,2.01478530e-03,20
375,Hybrid,mixture,-1.39523721,1.75471653e-03,20
376,Metropolis,metropolis,-1.38775653,2.72518689e-03,20
376,Row-Update,mps,-1.39328037,2.00894503e-03,20
376,Hybrid,mixture,-1.39522092,1.75469712e-03,20
377,Metropolis,metropolis,-1.38773824,2.72938345e-03,20
377,Row-Update,mps,-1.39327948,2.00143547e-03,20
377,Hybrid,mixture,-1.39525764,1.75074063e-03,20
378,Metropolis,metropolis,-1.38778533,2.72422835e-03,20
378,Row-Update,mps,-1.39332023,2.00227189e-03,20
378,Hybrid,mixture,-1.39525820,1.74866094e-03,20
379,Metropolis,metropolis,-1.38780185,2.72096407e-03,20
379,Row-Update,mps,-1.39333346,1.98994918e-03,20
379,Hybrid,mixture,-1.39524366,1.75270367e-03,20
380,Metropolis,metropolis,-1.38779507,2.72124826e-03,20
380,Row-Update,mps,-1.39338748,1.99461275e-03,20
380,Hybrid,mixture,-1.39525274,1.75298794e-03,20
381,Metropolis,metropolis,-1.38779275,2.72041725e-03,20
381,Row-Update,mps,-1.39338603,1.97637248e-03,20
381,Hybrid,mixture,-1.39524653,1.75624694e-03,20
382,Metropolis,metropolis,-1.38779890,2.71171283e-03,20
382,Row-Update,mps,-1.39344309,1.97560799e-03,20
382,Hybrid,mixture,-1.39530195,1.74950163e-03,20
383,Metropolis,metropolis,-1.38783956,2.71588880e-03,20
383,Row-Update,mps,-1.39350157,1.97010482e-03,20
383,Hybrid,mixture,-1.39525356,1.74938817e-03,20
384,Metropolis,metropolis,-1.38784829,2.71144661e-03,20
384,Row-Update,mps,-1.39354916,1.96650864e-03,20
384,Hybrid,mixture,-1.39525325,1.76115086e-03,20
385,Metropolis,metropolis,-1.38785236,2.70760839e-03,20
385,Row-Update,mps,-1.39359999,1.96353366e-03,20
385,Hybrid,mixture,-1.39531017,1.75099947e-03,20
386,Metropolis,metropolis,-1.38783098,2.71315771e-03,20
